"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","html-keyboard-response","69","58300","0.0-22.0-0.11","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","70","58938","0.0-22.0-1.11","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","637","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","square","12","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","71","59439","0.0-22.0-2.11","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","72","59940","0.0-22.0-0.12","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","73","60512","0.0-22.0-1.12","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","571","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","square","13","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","74","61013","0.0-22.0-2.12","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","75","61514","0.0-22.0-0.13","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","76","61837","0.0-22.0-1.13","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","323","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","circle","14","match","match","true","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","77","62339","0.0-22.0-2.13","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:green'>Correct!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","78","62840","0.0-22.0-0.14","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","79","63404","0.0-22.0-1.14","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","563","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","e","","","","","","","circle","15","match","mismatch","false","","Self","1","","","","","","","","","","",""
"","html-keyboard-response","80","63906","0.0-22.0-2.14","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","81","64408","0.0-22.0-0.15","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","82","64728","0.0-22.0-1.15","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","320","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","square","16","match","match","true","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","83","65230","0.0-22.0-2.15","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:green'>Correct!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","84","65732","0.0-22.0-0.16","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","85","66494","0.0-22.0-1.16","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","761","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","e","","","","","","","triangle","17","match","match","true","","Self","1","","","","","","","","","","",""
"","html-keyboard-response","86","66995","0.0-22.0-2.16","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:green'>Correct!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","87","67496","0.0-22.0-0.17","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","88","67648","0.0-22.0-1.17","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","151","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","square","18","match","match","true","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","89","68149","0.0-22.0-2.17","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","null","<p style = 'font-size: 300%; color:green'>Correct!</p>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","90","68652","0.0-22.0-0.18","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","91","68921","0.0-22.0-1.18","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","268","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","e","","","","","","","triangle","19","match","match","true","","Self","1","","","","","","","","","","",""
"","html-keyboard-response","92","69201","0.0-22.0-2.18","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","280","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","93","69703","0.0-22.0-0.19","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","94","69873","0.0-22.0-1.19","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","169","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","e","","","","","","","square","20","match","mismatch","false","","Self","1","","","","","","","","","","",""
