"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","webcam","microphone","vsync_rate","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","correct","type","illusion_strength","illusion_difference","block_number","trial_number"
"","IG_Trial","","image-keyboard-response","579","510810","0.0-16.0-0.0-2.0-1.6","","","","","","","","","","","","","","","","","","","","","964","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-18.000_-0.1337.png","arrowup","","","","","","","MullerLyer_-18.000_-0.1337.png","B","arrowdown","MullerLyer","-18.00000000","-0.133700000","509846","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 37%; padding-top: 37%; padding-bottom: 36%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","7"
"","IG_FixationCross","","html-keyboard-response","580","511750","0.0-16.0-0.0-2.0-0.7","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 49%; padding-right: 42%; padding-top: 5%; padding-bottom: 48%"">+</p>","null","","","","","","938","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","581","512734","0.0-16.0-0.0-2.0-1.7","","","","","","","","","","","","","","","","","","","","","983","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-24.000_0.13370.png","arrowdown","","","","","","","MullerLyer_-24.000_0.13370.png","B","arrowup","MullerLyer","-24.00000000","0.1337000000","511750","<p style=""color: black; font-size: 80px; padding-left: 49%; padding-right: 42%; padding-top: 5%; padding-bottom: 48%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","8"
"","IG_FixationCross","","html-keyboard-response","582","513743","0.0-16.0-0.0-2.0-0.8","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 42%; padding-top: 47%; padding-bottom: 17%"">+</p>","null","","","","","","1008","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","583","514306","0.0-16.0-0.0-2.0-1.8","","","","","","","","","","","","","","","","","","","","","562","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_12.0000_-0.1337.png","arrowdown","","","","","","","MullerLyer_12.0000_-0.1337.png","B","arrowdown","MullerLyer","12.000000000","-0.133700000","513743","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 42%; padding-top: 47%; padding-bottom: 17%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","9"
"","IG_FixationCross","","html-keyboard-response","584","515250","0.0-16.0-0.0-2.0-0.9","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 13%; padding-top: 29%; padding-bottom: 20%"">+</p>","null","","","","","","941","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","585","515708","0.0-16.0-0.0-2.0-1.9","","","","","","","","","","","","","","","","","","","","","458","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-30.000_-0.1337.png","arrowup","","","","","","","MullerLyer_-30.000_-0.1337.png","B","arrowdown","MullerLyer","-30.00000000","-0.133700000","515250","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 13%; padding-top: 29%; padding-bottom: 20%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","10"
"","IG_FixationCross","","html-keyboard-response","586","516667","0.0-16.0-0.0-2.0-0.10","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 31%; padding-top: 40%; padding-bottom: 28%"">+</p>","null","","","","","","957","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","587","517204","0.0-16.0-0.0-2.0-1.10","","","","","","","","","","","","","","","","","","","","","536","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-24.000_0.04500.png","arrowdown","","","","","","","MullerLyer_-24.000_0.04500.png","B","arrowup","MullerLyer","-24.00000000","0.0450000000","516667","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 31%; padding-top: 40%; padding-bottom: 28%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","11"
"","IG_FixationCross","","html-keyboard-response","588","517983","0.0-16.0-0.0-2.0-0.11","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 44%; padding-top: 48%; padding-bottom: 35%"">+</p>","null","","","","","","777","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","589","518778","0.0-16.0-0.0-2.0-1.11","","","","","","","","","","","","","","","","","","","","","795","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-12.000_-0.1337.png","arrowdown","","","","","","","MullerLyer_-12.000_-0.1337.png","B","arrowdown","MullerLyer","-12.00000000","-0.133700000","517983","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 44%; padding-top: 48%; padding-bottom: 35%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","12"
"","IG_FixationCross","","html-keyboard-response","590","519625","0.0-16.0-0.0-2.0-0.12","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 47%; padding-top: 47%; padding-bottom: 2%"">+</p>","null","","","","","","845","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","591","520497","0.0-16.0-0.0-2.0-1.12","","","","","","","","","","","","","","","","","","","","","871","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-6.0000_0.04500.png","arrowdown","","","","","","","MullerLyer_-6.0000_0.04500.png","B","arrowup","MullerLyer","-6.000000000","0.0450000000","519625","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 47%; padding-top: 47%; padding-bottom: 2%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","13"
"","IG_FixationCross","","html-keyboard-response","592","521480","0.0-16.0-0.0-2.0-0.13","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 22%; padding-top: 11%; padding-bottom: 18%"">+</p>","null","","","","","","981","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","593","522065","0.0-16.0-0.0-2.0-1.13","","","","","","","","","","","","","","","","","","","","","585","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-18.000_-0.37364.png","arrowup","","","","","","","MullerLyer_-18.000_-0.37364.png","B","arrowdown","MullerLyer","-18.00000000","-0.373640000","521480","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 22%; padding-top: 11%; padding-bottom: 18%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","14"
"","IG_FixationCross","","html-keyboard-response","594","522733","0.0-16.0-0.0-2.0-0.14","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 9%; padding-top: 23%; padding-bottom: 49%"">+</p>","null","","","","","","666","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","595","523450","0.0-16.0-0.0-2.0-1.14","","","","","","","","","","","","","","","","","","","","","716","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_30.0000_-0.24183.png","arrowdown","","","","","","","MullerLyer_30.0000_-0.24183.png","B","arrowdown","MullerLyer","30.000000000","-0.241830000","522733","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 9%; padding-top: 23%; padding-bottom: 49%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","15"
"","IG_FixationCross","","html-keyboard-response","596","524388","0.0-16.0-0.0-2.0-0.15","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 36%; padding-top: 38%; padding-bottom: 19%"">+</p>","null","","","","","","936","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","597","524984","0.0-16.0-0.0-2.0-1.15","","","","","","","","","","","","","","","","","","","","","595","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_18.0000_0.24183.png","arrowdown","","","","","","","MullerLyer_18.0000_0.24183.png","B","arrowup","MullerLyer","18.000000000","0.2418300000","524388","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 36%; padding-top: 38%; padding-bottom: 19%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","16"
"","IG_FixationCross","","html-keyboard-response","598","525646","0.0-16.0-0.0-2.0-0.16","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 29%; padding-top: 42%; padding-bottom: 41%"">+</p>","null","","","","","","661","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","599","526222","0.0-16.0-0.0-2.0-1.16","","","","","","","","","","","","","","","","","","","","","575","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_30.0000_-0.37364.png","arrowup","","","","","","","MullerLyer_30.0000_-0.37364.png","B","arrowdown","MullerLyer","30.000000000","-0.373640000","525646","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 29%; padding-top: 42%; padding-bottom: 41%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","17"
"","IG_FixationCross","","html-keyboard-response","600","526970","0.0-16.0-0.0-2.0-0.17","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 1%; padding-right: 12%; padding-top: 37%; padding-bottom: 49%"">+</p>","null","","","","","","746","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","601","527692","0.0-16.0-0.0-2.0-1.17","","","","","","","","","","","","","","","","","","","","","721","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_18.0000_-0.24183.png","arrowup","","","","","","","MullerLyer_18.0000_-0.24183.png","B","arrowdown","MullerLyer","18.000000000","-0.241830000","526970","<p style=""color: black; font-size: 80px; padding-left: 1%; padding-right: 12%; padding-top: 37%; padding-bottom: 49%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","18"
"","IG_FixationCross","","html-keyboard-response","602","528307","0.0-16.0-0.0-2.0-0.18","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 9%; padding-top: 37%; padding-bottom: 13%"">+</p>","null","","","","","","613","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","603","529167","0.0-16.0-0.0-2.0-1.18","","","","","","","","","","","","","","","","","","","","","859","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_18.0000_-0.37364.png","arrowup","","","","","","","MullerLyer_18.0000_-0.37364.png","B","arrowdown","MullerLyer","18.000000000","-0.373640000","528307","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 9%; padding-top: 37%; padding-bottom: 13%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","19"
"","IG_FixationCross","","html-keyboard-response","604","530152","0.0-16.0-0.0-2.0-0.19","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 50%; padding-right: 1%; padding-top: 44%; padding-bottom: 1%"">+</p>","null","","","","","","983","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","605","530709","0.0-16.0-0.0-2.0-1.19","","","","","","","","","","","","","","","","","","","","","557","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-6.0000_-0.37364.png","arrowdown","","","","","","","MullerLyer_-6.0000_-0.37364.png","B","arrowdown","MullerLyer","-6.000000000","-0.373640000","530152","<p style=""color: black; font-size: 80px; padding-left: 50%; padding-right: 1%; padding-top: 44%; padding-bottom: 1%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","20"
"","IG_FixationCross","","html-keyboard-response","606","531382","0.0-16.0-0.0-2.0-0.20","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 36%; padding-top: 48%; padding-bottom: 26%"">+</p>","null","","","","","","671","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","607","532024","0.0-16.0-0.0-2.0-1.20","","","","","","","","","","","","","","","","","","","","","642","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-6.0000_0.24183.png","arrowdown","","","","","","","MullerLyer_-6.0000_0.24183.png","B","arrowup","MullerLyer","-6.000000000","0.2418300000","531382","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 36%; padding-top: 48%; padding-bottom: 26%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","21"
"","IG_FixationCross","","html-keyboard-response","608","533010","0.0-16.0-0.0-2.0-0.21","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 13%; padding-top: 41%; padding-bottom: 22%"">+</p>","null","","","","","","984","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","609","533596","0.0-16.0-0.0-2.0-1.21","","","","","","","","","","","","","","","","","","","","","585","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_6.00000_-0.37364.png","arrowdown","","","","","","","MullerLyer_6.00000_-0.37364.png","B","arrowdown","MullerLyer","6.0000000000","-0.373640000","533010","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 13%; padding-top: 41%; padding-bottom: 22%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","22"
"","IG_FixationCross","","html-keyboard-response","610","534632","0.0-16.0-0.0-2.0-0.22","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 29%; padding-top: 27%; padding-bottom: 20%"">+</p>","null","","","","","","1034","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","611","535196","0.0-16.0-0.0-2.0-1.22","","","","","","","","","","","","","","","","","","","","","563","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_12.0000_0.13370.png","arrowup","","","","","","","MullerLyer_12.0000_0.13370.png","B","arrowup","MullerLyer","12.000000000","0.1337000000","534632","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 29%; padding-top: 27%; padding-bottom: 20%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","23"
"","IG_FixationCross","","html-keyboard-response","612","535898","0.0-16.0-0.0-2.0-0.23","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 34%; padding-right: 0%; padding-top: 27%; padding-bottom: 22%"">+</p>","null","","","","","","700","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","613","536443","0.0-16.0-0.0-2.0-1.23","","","","","","","","","","","","","","","","","","","","","544","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_30.0000_0.24183.png","arrowdown","","","","","","","MullerLyer_30.0000_0.24183.png","B","arrowup","MullerLyer","30.000000000","0.2418300000","535898","<p style=""color: black; font-size: 80px; padding-left: 34%; padding-right: 0%; padding-top: 27%; padding-bottom: 22%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","24"
"","IG_FixationCross","","html-keyboard-response","614","537408","0.0-16.0-0.0-2.0-0.24","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 46%; padding-top: 47%; padding-bottom: 41%"">+</p>","null","","","","","","963","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","615","537983","0.0-16.0-0.0-2.0-1.24","","","","","","","","","","","","","","","","","","","","","575","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_24.0000_0.24183.png","arrowup","","","","","","","MullerLyer_24.0000_0.24183.png","B","arrowup","MullerLyer","24.000000000","0.2418300000","537408","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 46%; padding-top: 47%; padding-bottom: 41%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","25"
"","IG_FixationCross","","html-keyboard-response","616","538686","0.0-16.0-0.0-2.0-0.25","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 14%; padding-top: 16%; padding-bottom: 48%"">+</p>","null","","","","","","700","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","617","539340","0.0-16.0-0.0-2.0-1.25","","","","","","","","","","","","","","","","","","","","","654","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_18.0000_-0.0450.png","arrowup","","","","","","","MullerLyer_18.0000_-0.0450.png","B","arrowdown","MullerLyer","18.000000000","-0.045000000","538686","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 14%; padding-top: 16%; padding-bottom: 48%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","26"
"","IG_FixationCross","","html-keyboard-response","618","540021","0.0-16.0-0.0-2.0-0.26","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 7%; padding-top: 48%; padding-bottom: 0%"">+</p>","null","","","","","","679","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","619","540592","0.0-16.0-0.0-2.0-1.26","","","","","","","","","","","","","","","","","","","","","570","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-18.000_0.04500.png","arrowdown","","","","","","","MullerLyer_-18.000_0.04500.png","B","arrowup","MullerLyer","-18.00000000","0.0450000000","540021","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 7%; padding-top: 48%; padding-bottom: 0%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","27"
"","IG_FixationCross","","html-keyboard-response","620","541297","0.0-16.0-0.0-2.0-0.27","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 12%; padding-top: 32%; padding-bottom: 32%"">+</p>","null","","","","","","703","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","621","542151","0.0-16.0-0.0-2.0-1.27","","","","","","","","","","","","","","","","","","","","","854","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-6.0000_-0.0450.png","arrowup","","","","","","","MullerLyer_-6.0000_-0.0450.png","B","arrowdown","MullerLyer","-6.000000000","-0.045000000","541297","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 12%; padding-top: 32%; padding-bottom: 32%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","28"
"","IG_FixationCross","","html-keyboard-response","622","542818","0.0-16.0-0.0-2.0-0.28","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 1%; padding-top: 33%; padding-bottom: 43%"">+</p>","null","","","","","","665","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","623","543411","0.0-16.0-0.0-2.0-1.28","","","","","","","","","","","","","","","","","","","","","592","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_30.0000_0.04500.png","arrowdown","","","","","","","MullerLyer_30.0000_0.04500.png","B","arrowup","MullerLyer","30.000000000","0.0450000000","542818","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 1%; padding-top: 33%; padding-bottom: 43%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","29"
"","IG_FixationCross","","html-keyboard-response","624","544428","0.0-16.0-0.0-2.0-0.29","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 12%; padding-top: 50%; padding-bottom: 38%"">+</p>","null","","","","","","1015","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","625","545066","0.0-16.0-0.0-2.0-1.29","","","","","","","","","","","","","","","","","","","","","638","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-12.000_-0.0450.png","arrowup","","","","","","","MullerLyer_-12.000_-0.0450.png","B","arrowdown","MullerLyer","-12.00000000","-0.045000000","544428","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 12%; padding-top: 50%; padding-bottom: 38%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","30"
"","IG_FixationCross","","html-keyboard-response","626","545950","0.0-16.0-0.0-2.0-0.30","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 42%; padding-top: 48%; padding-bottom: 44%"">+</p>","null","","","","","","882","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","627","546570","0.0-16.0-0.0-2.0-1.30","","","","","","","","","","","","","","","","","","","","","620","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-30.000_0.37364.png","arrowdown","","","","","","","MullerLyer_-30.000_0.37364.png","B","arrowup","MullerLyer","-30.00000000","0.3736400000","545950","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 42%; padding-top: 48%; padding-bottom: 44%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","31"
"","IG_FixationCross","","html-keyboard-response","628","547580","0.0-16.0-0.0-2.0-0.31","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 19%; padding-top: 24%; padding-bottom: 30%"">+</p>","null","","","","","","1008","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","629","548267","0.0-16.0-0.0-2.0-1.31","","","","","","","","","","","","","","","","","","","","","686","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-18.000_-0.24183.png","arrowup","","","","","","","MullerLyer_-18.000_-0.24183.png","B","arrowdown","MullerLyer","-18.00000000","-0.241830000","547580","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 19%; padding-top: 24%; padding-bottom: 30%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","32"
"","IG_FixationCross","","html-keyboard-response","630","548938","0.0-16.0-0.0-2.0-0.32","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 9%; padding-top: 4%; padding-bottom: 16%"">+</p>","null","","","","","","669","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","631","549591","0.0-16.0-0.0-2.0-1.32","","","","","","","","","","","","","","","","","","","","","652","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_6.00000_0.37364.png","arrowup","","","","","","","MullerLyer_6.00000_0.37364.png","B","arrowup","MullerLyer","6.0000000000","0.3736400000","548938","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 9%; padding-top: 4%; padding-bottom: 16%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","33"
"","IG_FixationCross","","html-keyboard-response","632","550689","0.0-16.0-0.0-2.0-0.33","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 25%; padding-top: 26%; padding-bottom: 24%"">+</p>","null","","","","","","1096","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","633","551231","0.0-16.0-0.0-2.0-1.33","","","","","","","","","","","","","","","","","","","","","542","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-24.000_-0.24183.png","arrowup","","","","","","","MullerLyer_-24.000_-0.24183.png","B","arrowdown","MullerLyer","-24.00000000","-0.241830000","550689","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 25%; padding-top: 26%; padding-bottom: 24%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","34"
"","IG_FixationCross","","html-keyboard-response","634","552281","0.0-16.0-0.0-2.0-0.34","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 13%; padding-top: 35%; padding-bottom: 30%"">+</p>","null","","","","","","1048","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","635","553154","0.0-16.0-0.0-2.0-1.34","","","","","","","","","","","","","","","","","","","","","873","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-24.000_0.37364.png","arrowup","","","","","","","MullerLyer_-24.000_0.37364.png","B","arrowup","MullerLyer","-24.00000000","0.3736400000","552281","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 13%; padding-top: 35%; padding-bottom: 30%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","4","35"
"","IG_FixationCross","","html-keyboard-response","636","553779","0.0-16.0-0.0-2.0-0.35","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 28%; padding-top: 47%; padding-bottom: 27%"">+</p>","null","","","","","","623","","","","","","","","","","","","","",""
